repo_id,seq_index,sha,author_time_iso,minutes_since_prev_commit,minutes_since_t0,insertions,deletions,files_changed,is_merge,is_before_t0,is_during_event,is_after_t1,flag_bulk_commit,subject
Alexandre-Jeandel-TeamCraft-AI-for-event,0,9b55a34cd6f049c9af4a78995a9ba7ec294395bf,2025-11-29T10:50:58+00:00,,290.97,11,0,1,0,0,1,0,0,Initial commit
Alexandre-Jeandel-TeamCraft-AI-for-event,1,3c54ef74d8bc8334abac5914c72397ed503aca59,2025-11-29T10:51:17+00:00,0.32,291.28,1163,5,17,0,0,1,0,1,feat: initial website
