repo_id,seq_index,sha,author_time_iso,minutes_since_prev_commit,minutes_since_t0,insertions,deletions,files_changed,is_merge,is_before_t0,is_during_event,is_after_t1,flag_bulk_commit,subject
Smiling-17-hackathon,0,2d0c677cd21c77161f9a68bd5de2ef3146a472fc,2025-11-29T11:52:18+00:00,,352.30,14574,0,81,0,0,1,0,1,Upload
Smiling-17-hackathon,1,10e5a728db9da5c8eb2c57f4bda94a9a5cd233ef,2025-11-29T11:52:55+00:00,0.62,352.92,0,380,5,0,0,1,0,0,Upload
