repo_id,seq_index,sha,author_time_iso,minutes_since_prev_commit,minutes_since_t0,insertions,deletions,files_changed,is_merge,is_before_t0,is_during_event,is_after_t1,flag_bulk_commit,subject
AvtBom21-Cusor-Hackathon,0,481286f59c6558391843f1bb3ab7911634f21745,2025-11-29T08:42:55+00:00,,162.92,3494,0,30,0,0,1,0,1,Initial commit from Specify template
AvtBom21-Cusor-Hackathon,1,a365ab1e7788609f1d2553b7812501f9b3feabd2,2025-11-29T11:53:37+00:00,190.70,353.62,21396,35,145,0,0,1,0,1,AI Chat Platform - Full implementation with React frontend and FastAPI backend
AvtBom21-Cusor-Hackathon,2,3396398019b4ea28735cf03a3dbb23bed2822d51,2025-11-29T12:17:30+00:00,23.88,377.50,7,20,1,0,0,0,1,0,"Fix analytics: remove NaN prompt/completion tokens, show total tokens and requests"
AvtBom21-Cusor-Hackathon,3,6e64d6155204a48cbe39c5739f562e4c28f838bf,2025-11-29T12:20:09+00:00,2.65,380.15,9,3,1,0,0,0,1,0,Fix login error message: show 'Invalid username or password' for 401
AvtBom21-Cusor-Hackathon,4,14ddbdcca0c2ef4c2eb29fefc0c3e4f2c9f685b5,2025-11-29T12:43:36+00:00,23.45,403.60,241,11,8,0,0,0,1,0,Add project chat edit feature with title and system prompt update
AvtBom21-Cusor-Hackathon,5,93ec4c0a8fbf344fa14b0bb55848817c2e06dbfb,2025-11-29T13:02:34+00:00,18.97,422.57,96,39,7,0,0,0,1,0,"Fix chat sidebar: show edit/delete buttons, truncate long titles"
