repo_id,seq_index,sha,author_time_iso,minutes_since_prev_commit,minutes_since_t0,insertions,deletions,files_changed,is_merge,is_before_t0,is_during_event,is_after_t1,flag_bulk_commit,subject
thaiviet07-greennoddles,0,dfb3adc660ee25a39e144b8ef89f25f38807855a,2025-11-29T07:28:11+00:00,,88.18,2,0,1,0,0,1,0,0,Initial commit
thaiviet07-greennoddles,1,8b8078f358d86be90d513a54465509d76d66cfbc,2025-11-29T08:04:09+00:00,35.97,124.15,5571,0,28,0,0,1,0,1,Initial commit
thaiviet07-greennoddles,2,69609e7af00812c8d034c67644c0ec66e1bb6ed1,2025-11-29T08:35:36+00:00,31.45,155.60,0,0,0,1,0,1,0,0,Merge remote main branch
