repo_id,seq_index,sha,author_time_iso,minutes_since_prev_commit,minutes_since_t0,insertions,deletions,files_changed,is_merge,is_before_t0,is_during_event,is_after_t1,flag_bulk_commit,subject
mquang248-Cursor_Hackathon_Project,0,0ce5bbf107ca3e7dfb51a4ecdffcd9aa42801839,2025-11-29T07:52:30+00:00,,112.50,6276,0,15,0,0,1,0,1,Initial commit from Create Next App
mquang248-Cursor_Hackathon_Project,1,f99b88b6f535cce91f272611797e63fa41957ca9,2025-11-29T08:00:36+00:00,8.10,120.60,1015,120,8,0,0,1,0,1,backend
mquang248-Cursor_Hackathon_Project,2,5e12eed9875a9bd519e80c35d7c25652473babdd,2025-11-29T09:06:17+00:00,65.68,186.28,3420,201,30,0,0,1,0,1,"feat: Complete ChronoFeed with Vietnamese history, auth, MongoDB"
mquang248-Cursor_Hackathon_Project,3,a28d54c9090303ae131a5016193fe950d9c3f93e,2025-11-29T11:04:20+00:00,118.05,304.33,2101,379,43,0,0,1,0,1,Rename to Viet Su Ky / VietChronicle + Improve LearnMore Modal UI
