repo_id,seq_index,sha,author_time_iso,minutes_since_prev_commit,minutes_since_t0,insertions,deletions,files_changed,is_merge,is_before_t0,is_during_event,is_after_t1,flag_bulk_commit,subject
Kujohi-cursor_hack_2,0,725fd34061451ee22ccac4d80b58fab9827d6f2c,2025-11-29T10:35:30+00:00,,275.50,20,0,1,0,0,1,0,0,first commit
Kujohi-cursor_hack_2,1,749ff02e5a9ce341471290832018fa6ccfb55262,2025-11-29T10:35:46+00:00,0.27,275.77,3341,0,14,0,0,1,0,1,first_message
Kujohi-cursor_hack_2,2,69f0c9159b2adbe215e8f3087c84ba28069eb76b,2025-11-29T10:48:00+00:00,12.23,288.00,21,5,1,0,0,1,0,0,test
Kujohi-cursor_hack_2,3,30de8f759238a84b86e225e50d97266070bb27c7,2025-11-29T12:29:33+00:00,101.55,389.55,30,1,2,0,0,0,1,0,second
